Belgium,France,Germany,United Kingdom,Japan,United States,Australia,Austria,Canada,Chile,Denmark,Finland,Greece,Italy,Korea,Luxembourg,Mexico,Netherlands,Norway,Poland,Spain,People's Republic of China,India
"0,723634660243988","0,71887195110321","0,607595026493073","0,775974154472351","0,778380513191223","0,778538703918457","0,922057211399078","0,765190005302429","0,954741477966309","1,13812291622162","0,765368044376373","0,609089970588684","1,28186631202698","1,03805255889893","0,470098406076431","0,732430934906006","1,4039671421051","0,730110347270966","0,667804479598999","0,675635679598999","0,833227574825287","0,56379234790802","0,679770767688751"
"0,754231810569763","0,739622533321381","0,623190224170685","0,786747097969055","0,799158275127411","0,790803372859955","0,951136410236358","0,778171360492706","0,966181874275208","1,07216954231262","0,782886147499085","0,636941730976105","1,33712756633759","1,04434382915497","0,473874986171722","0,742398619651794","1,43132317066193","0,738436460494995","0,691283106803894","0,68310136803894","0,867229044437408","0,532665312290192","0,648064732551575"
"0,784973323345184","0,760741949081421","0,642496526241303","0,810871660709381","0,814416766166687","0,801676869392395","0,971963167190552","0,790214896202087","0,976652145385742","0,986568570137024","0,802275538444519","0,656936407089233","1,36497640609741","1,0757976770401","0,504729509353638","0,771256268024445","1,4509950876236","0,770533740520477","0,705341875553131","0,705334187555313","0,891715824604034","0,541289925575256","0,643562972545624"
"0,799715757369995","0,775076270103455","0,647643446922302","0,77821946144104","0,791024923324585","0,779984772205353","1,0276665687561","0,773175776004791","0,954778134822845","0,982329905033112","0,786399245262146","0,659063339233398","1,23681342601776","1,09915268421173","0,514504551887512","0,770498931407928","1,43916034698486","0,803672134876251","0,714749038219452","0,725415945053101","0,904634475708008","0,523991525173187","0,626308441162109"
"0,783636629581451","0,759614169597626","0,647765457630158","0,762880146503449","0,798323333263397","0,780874967575073","1,04637670516968","0,774239778518677","0,950199961662292","0,843496680259705","0,790871322154999","0,657752573490143","1,27730989456177","1,05291044712067","0,522548854351044","0,700962722301483","1,41494834423065","0,811922430992126","0,726369976997376","0,751460194587708","0,891414821147919","0,529313564300537","0,65821498632431"
"0,811051785945892","0,761210262775421","0,664329767227173","0,776256203651428","0,794933617115021","0,796205580234528","1,03381741046906","0,790366232395172","0,980835914611816","0,848805844783783","0,808804571628571","0,650436162948608","1,31797254085541","1,09297645092011","0,539521396160126","0,707167267799377","1,39143085479736","0,841122090816498","0,745314300060272","0,79581081867218","0,902335464954376","0,48847296833992","0,642090857028961"
"0,809355199337006","0,776317775249481","0,67738401889801","0,779796183109283","0,797884225845337","0,80148309469223","1,03806674480438","0,802962899208069","0,990976810455322","0,899787366390228","0,817500531673431","0,650758683681488","1,3107715845108","1,10234200954437","0,556532680988312","0,711167335510254","1,36903047561646","0,850685298442841","0,752373516559601","0,830835044384003","0,914897918701172","0,493722468614578","0,658966779708862"
"0,8189896941185","0,796200275421143","0,68544989824295","0,796267926692963","0,807497799396515","0,806137442588806","1,05300867557526","0,800144493579865","0,98582649230957","0,942350566387176","0,823232710361481","0,663450598716736","1,35592377185822","1,11114192008972","0,555002331733704","0,733298718929291","1,39727771282196","0,859698832035065","0,765964806079865","0,840152680873871","0,934148848056793","0,517788290977478","0,666978299617767"
"0,822790741920471","0,805539727210999","0,697019994258881","0,809081614017487","0,818317353725433","0,800099492073059","1,06134462356567","0,814446806907654","0,969065368175507","0,978769540786743","0,83803790807724","0,695226609706879","1,34587740898132","1,14069330692291","0,55654114484787","0,740846753120422","1,41744613647461","0,860328495502472","0,783227205276489","0,851660013198852","0,944622814655304","0,524556338787079","0,606075644493103"
"0,848553359508514","0,804293572902679","0,69469565153122","0,79324734210968","0,811977028846741","0,786020815372467","1,08919608592987","0,8062903881073","0,954084396362305","0,991423428058624","0,819775640964508","0,725494682788849","1,30943703651428","1,136345744133","0,519293069839478","0,73332667350769","1,41995716094971","0,866631627082825","0,791665494441986","0,785765886306763","0,966709315776825","0,522091805934906","0,621029078960419"
"0,852396130561829","0,806856274604797","0,694365978240967","0,802045881748199","0,820404767990112","0,790962338447571","1,05836296081543","0,810751676559448","0,953878819942474","0,998291730880737","0,824824035167694","0,715403556823731","1,22931885719299","1,11665391921997","0,522238373756409","0,725049734115601","1,43758463859558","0,855846107006073","0,784121334552765","0,695964276790619","0,974642217159271","0,511969804763794","0,631826281547546"
"0,859203517436981","0,836424112319946","0,689478576183319","0,819230079650879","0,822980225086212","0,775928318500519","1,10454678535461","0,81979113817215","0,941638588905334","0,893035590648651","0,840645611286163","0,72306889295578","1,19517147541046","1,09222733974457","0,530323922634125","0,729844272136688","1,35734438896179","0,851875782012939","0,773587584495544","0,669165968894959","0,982760906219482","0,522824764251709","0,626458704471588"
"0,8576300740242","0,841309130191803","0,697796821594238","0,84894734621048","0,823634684085846","0,791454195976257","1,07247257232666","0,837192714214325","0,949843108654022","0,844543933868408","0,853853285312653","0,736297369003296","1,15541779994965","1,08116626739502","0,566493690013886","0,74838125705719","1,27553451061249","0,871130168437958","0,791821002960205","0,696011006832123","0,997285962104797","0,538568437099457","0,643301367759705"
"0,860930144786835","0,848129808902741","0,708695769309998","0,843749105930328","0,835018277168274","0,808834850788116","1,03137028217316","0,828325808048248","0,969985663890839","0,859130442142487","0,870620310306549","0,746410310268402","1,16071009635925","1,09769308567047","0,597822189331055","0,789280533790588","1,27386355400085","0,884642541408539","0,820632040500641","0,719151794910431","1,030925989151","0,570861518383026","0,63970297574997"
"0,861390650272369","0,862824082374573","0,717478513717651","0,858389437198639","0,858429133892059","0,815546274185181","1,00617635250092","0,836648344993591","0,974194705486298","0,839441299438477","0,882659435272217","0,757669627666473","1,15401124954224","1,10285544395447","0,603598713874817","0,800983369350433","1,25371658802032","0,890131115913391","0,83891749382019","0,728722453117371","1,0490026473999","0,586916327476501","0,645229816436768"
"0,871034801006317","0,86908483505249","0,724093079566956","0,870786786079407","0,863190352916718","0,824340760707855","1,00976097583771","0,842616617679596","0,95858645439148","0,846579551696777","0,892778098583221","0,770716488361358","1,13854503631592","1,10336148738861","0,620553851127625","0,856139302253723","1,171595454216","0,89361584186554","0,841838717460632","0,749644219875336","1,05223906040192","0,596074104309082","0,645455837249756"
"0,882893145084381","0,869022071361542","0,727101624011993","0,890866279602051","0,877509295940399","0,824635088443756","1,00038290023804","0,845720052719116","0,958236932754517","0,866156160831451","0,888756096363068","0,775231003761292","1,09656596183777","1,10873305797577","0,644492983818054","0,858484089374542","1,15888261795044","0,894663035869598","0,841762065887451","0,749034106731415","1,06004416942596","0,617026031017303","0,639277875423431"
"0,90496814250946","0,886579930782318","0,742113947868347","0,902614057064056","0,904443264007568","0,832438051700592","0,999188363552094","0,854198336601257","0,959289073944092","0,890482306480408","0,886284470558167","0,795303165912628","1,11617338657379","1,12061667442322","0,674588918685913","0,889999449253082","1,13544225692749","0,901813328266144","0,830449521541595","0,763917326927185","1,06742346286774","0,617798089981079","0,668835163116455"
"0,916455924510956","0,906893312931061","0,763854026794434","0,889953017234802","0,917002081871033","0,836565136909485","1,00675749778748","0,86199164390564","0,952777683734894","0,929138660430908","0,885428667068481","0,809773087501526","1,13581478595734","1,13361775875092","0,679198265075684","0,938967704772949","1,12999868392944","0,913113653659821","0,845202445983887","0,752548277378082","1,07206034660339","0,597046911716461","0,675325751304626"
"0,917238473892212","0,914064168930054","0,802321255207062","0,876799941062927","0,933782756328583","0,840258777141571","1,0022075176239","0,87679398059845","0,940043449401856","0,912695467472076","0,893187522888184","0,808823943138123","1,10966348648071","1,12817049026489","0,695052683353424","0,951432645320892","1,13226842880249","0,921412348747253","0,862799286842346","0,681359231472015","1,0597904920578","0,582346081733704","0,677668869495392"
"0,930737793445587","0,913257658481598","0,854556322097778","0,872210681438446","0,934078752994537","0,837511241436004","1,00224733352661","0,882899761199951","0,928097546100616","0,952596783638","0,899743318557739","0,791110277175903","1,13396108150482","1,11574804782867","0,711965560913086","0,993990957736969","1,12804758548737","0,92419821023941","0,890611231327057","0,65303361415863","1,05090487003326","0,58847051858902","0,655204772949219"
"0,940383851528168","0,921538531780243","0,864154636859894","0,876112580299377","0,928531169891357","0,858350574970245","0,974642038345337","0,896926164627075","0,933250248432159","1,0095397233963","0,905037939548492","0,797766625881195","1,11427080631256","1,10942339897156","0,710414290428162","0,9943887591362","1,11447703838348","0,917442619800568","0,916807472705841","0,668088555335999","1,05385601520538","0,614332795143127","0,660613417625427"
"0,940551161766052","0,916301012039185","0,8654944896698","0,890608131885529","0,916476786136627","0,859525978565216","0,96614795923233","0,894138514995575","0,942492723464966","1,0297839641571","0,905204653739929","0,820028245449066","1,07402551174164","1,10491323471069","0,712977945804596","1,00370168685913","1,10607922077179","0,921082437038422","0,934479176998138","0,689663052558899","1,0511372089386","0,640799283981323","0,663750112056732"
"0,961485147476196","0,927471160888672","0,878574013710022","0,902510523796082","0,917364656925201","0,864647924900055","0,972807943820953","0,90150374174118","0,953717648983002","1,04432892799377","0,94742876291275","0,850128352642059","1,06927442550659","1,1262354850769","0,724568665027618","1,01799440383911","1,11270248889923","0,930885195732117","0,966656267642975","0,705584943294525","1,06485939025879","0,661279857158661","0,682792127132416"
"0,95220148563385","0,940288484096527","0,883201658725739","0,902820706367493","0,924738526344299","0,86306893825531","0,985306799411774","0,921469032764435","0,956333994865418","1,08681058883667","0,953533411026001","0,864691317081451","1,06966495513916","1,142085313797","0,736344814300537","1,00221240520477","1,02607274055481","0,929536938667297","0,991475224494934","0,727336168289185","1,06362020969391","0,682586789131165","0,708145678043366"
"0,961236417293549","0,942642867565155","0,887167394161224","0,904037535190582","0,933510601520538","0,870806872844696","0,986327111721039","0,915366768836975","0,946323037147522","1,09446167945862","0,964040994644165","0,878759264945984","1,08360588550568","1,1346732378006","0,744368433952331","0,988753616809845","1,05805325508118","0,929089248180389","1,01663303375244","0,744246780872345","1,06403648853302","0,693086445331574","0,729495465755463"
"0,975805699825287","0,951570212841034","0,898035585880279","0,925565600395202","0,930960297584534","0,878672063350678","1,03410005569458","0,913838446140289","0,958440482616425","1,11359858512878","0,962417542934418","0,905883133411408","1,11412918567657","1,14119589328766","0,756097257137299","1,00987017154694","1,08445847034454","0,941506147384644","1,03370463848114","0,757275462150574","1,05956864356995","0,701528489589691","0,724686563014984"
"0,966749012470245","0,96812117099762","0,899262309074402","0,938166975975037","0,920020163059235","0,887415528297424","1,07794034481049","0,932753086090088","0,963716208934784","1,08444046974182","0,951282680034637","0,932560443878174","1,10641169548035","1,13566088676453","0,735877096652985","1,02640092372894","1,10811817646027","0,955616116523743","1,02090203762054","0,761401772499085","1,05242073535919","0,675151467323303","0,734528481960297"
"0,978253126144409","0,977321743965149","0,900564551353455","0,948109269142151","0,917342960834503","0,899707734584808","1,1012419462204","0,94098550081253","0,977229416370392","1,05706143379211","0,951090037822723","0,947188436985016","1,11456906795502","1,13153457641602","0,784070670604706","1,05905318260193","1,07805049419403","0,968429803848267","1,01661574840546","0,76971447467804","1,04344284534454","0,672039926052094","0,759020805358887"
"0,981477320194244","0,996012210845947","0,913305938243866","0,963302552700043","0,932875514030456","0,908983528614044","1,14534091949463","0,951655626296997","0,996890842914581","1,06145644187927","0,962636411190033","0,978593826293945","1,12974786758423","1,14894759654999","0,800407767295837","1,08592426776886","1,09874272346497","0,987907648086548","1,03719282150269","0,802958965301514","1,0414274930954","0,683333098888397","0,748585641384125"
"0,971668481826782","1,00177109241486","0,925431549549103","0,971060216426849","0,933551788330078","0,910712122917175","1,18165564537048","0,9491868019104","0,999436318874359","1,06559228897095","0,951316118240356","0,984955608844757","1,15086138248444","1,14365208148956","0,806013405323029","1,07206058502197","1,06745576858521","0,990185618400574","1,05081582069397","0,809191465377808","1,03385996818542","0,694410860538483","0,74481588602066"
"0,970694184303284","1,0126359462738","0,924653947353363","0,981419742107391","0,937801957130432","0,92300671339035","1,19681107997894","0,954223453998566","1,00886118412018","1,0493985414505","0,947567105293274","0,984551846981049","1,15978538990021","1,12011289596558","0,833919942378998","1,08827805519104","1,0300041437149","0,98577344417572","1,06216382980347","0,831904888153076","1,02652060985565","0,720234572887421","0,737474322319031"
"0,969145655632019","1,00800740718842","0,921891987323761","0,999622821807861","0,944028496742248","0,940780937671661","1,13571238517761","0,950176656246185","1,00311088562012","1,04984498023987","0,949874579906464","0,991247534751892","1,19113564491272","1,10012114048004","0,841018795967102","1,08028483390808","1,03168225288391","0,984589159488678","1,07555854320526","0,854256689548492","1,02182638645172","0,736171007156372","0,758710026741028"
"0,989071786403656","1,01428115367889","0,926183581352234","1,00578987598419","0,952191174030304","0,957166731357574","1,06281888484955","0,961210072040558","1,00354969501495","1,07859468460083","0,968314170837402","1,01300394535065","1,21611869335175","1,09721732139587","0,855732262134552","1,09088468551636","1,04349970817566","0,992309629917145","1,09437930583954","0,877271950244904","1,01687228679657","0,75833523273468","0,776143193244934"
"0,993119478225708","1,01509392261505","0,93199610710144","1,01503169536591","0,95894855260849","0,967694580554962","1,07690215110779","0,974152743816376","1,01042914390564","1,09680461883545","0,974010646343231","1,02136337757111","1,18696010112762","1,08871471881866","0,871293485164642","1,09456396102905","1,04573619365692","1,00329411029816","1,09658706188202","0,88253915309906","1,01310014724731","0,780925214290619","0,797444462776184"
"0,996384143829346","1,02862644195557","0,947428822517395","1,02406406402588","0,958235323429108","0,968309044837952","1,04585421085358","0,993175745010376","1,00741267204285","1,10013425350189","0,980995535850525","1,0392370223999","1,22523939609528","1,08126926422119","0,885803937911987","1,10812282562256","1,0641462802887","1,01281154155731","1,08513712882996","0,898303151130676","1,01152312755585","0,824702143669128","0,818600416183472"
"1,01063024997711","1,02260994911194","0,957733929157257","1,02713823318481","0,965092778205872","0,966533303260803","1,0295158624649","1,01112997531891","0,996265113353729","1,09778892993927","0,972633004188538","1,0648318529129","1,23560094833374","1,07494652271271","0,911685645580291","1,14112281799316","1,06104397773743","1,01571106910706","1,07011926174164","0,911061882972717","1,01229274272919","0,881478726863861","0,831858336925507"
